TransactionID,ProductID,TransactionDate,TransactionType,Quantity,UnitCost,WarehouseID,BatchNumber,ExpiryDate
871,14.0,2023-09-29,Outbound,-6.0,5.42,1,B000871,2023-05-09
872,14.0,2023-03-15,Inbound,60.0,5.42,1,B000872,2023-02-23
873,50.0,2023-05-04,Outbound,-7.0,33.76,1,B000873,2023-06-06
874,8.0,2023-01-11,Outbound,-4.0,24.93,2,B000874,2023-02-13
875,39.0,2023-02-06,Outbound,-2.0,6.98,5,B000875,2023-04-04
876,46.0,2023-10-04,Outbound,-4.0,28.66,4,B000876,2023-03-06
877,3.0,2023-09-02,Outbound,-4.0,32.15,2,B000877,2023-04-04
878,3.0,2023-04-17,Inbound,59.0,32.15,2,B000878,2023-04-09
879,26.0,2023-05-27,Outbound,-5.0,48.87,2,B000879,2023-06-24
880,50.0,2023-10-31,Outbound,-6.0,33.76,3,B000880,2023-03-17
881,43.0,2023-04-27,Outbound,-5.0,10.63,3,B000881,2023-06-26
882,43.0,2023-02-21,Inbound,179.0,10.63,3,B000882,2023-06-25
883,23.0,2023-03-26,Outbound,-3.0,47.9,4,B000883,2023-06-26
884,25.0,2023-03-12,Outbound,-1.0,40.14,1,B000884,2023-04-02
885,1.0,2023-07-18,Outbound,-5.0,44.31,5,B000885,2023-04-05
886,42.0,2023-09-29,Outbound,-3.0,6.32,5,B000886,2023-03-12
887,42.0,2023-08-05,Inbound,61.0,6.32,5,B000887,2023-02-26
888,42.0,2023-01-04,Outbound,-7.0,6.32,3,B000888,2023-03-29
889,29.0,2023-09-04,Outbound,-1.0,47.09,1,B000889,2023-05-11
890,29.0,2023-06-11,Inbound,73.0,47.09,1,B000890,2023-03-17
891,23.0,2023-05-23,Outbound,-9.0,47.9,1,B000891,2023-05-19
892,34.0,2023-07-03,Outbound,-4.0,43.77,5,B000892,2023-04-05
893,21.0,2023-01-20,Outbound,-3.0,34.35,3,B000893,2023-02-24
894,21.0,2023-08-14,Inbound,60.0,34.35,3,B000894,2023-06-12
895,21.0,2023-10-23,Outbound,-9.0,34.35,4,B000895,2023-06-16
896,21.0,2023-12-01,Inbound,196.0,34.35,4,B000896,2023-06-15
897,46.0,2023-12-23,Outbound,-1.0,28.66,4,B000897,2023-02-18
898,1.0,2023-05-29,Outbound,-6.0,44.31,3,B000898,2023-04-26
899,25.0,2023-05-26,Outbound,-4.0,40.14,4,B000899,2023-06-14
900,8.0,2023-09-28,Outbound,-1.0,24.93,5,B000900,2023-04-11
901,8.0,2023-01-28,Inbound,191.0,24.93,5,B000901,2023-06-03
902,19.0,2023-02-26,Outbound,-1.0,40.53,3,B000902,2023-06-07
903,29.0,2023-08-26,Outbound,-3.0,47.09,1,B000903,2023-04-22
904,29.0,2023-08-11,Inbound,100.0,47.09,1,B000904,2023-03-13
905,30.0,2023-10-05,Outbound,-9.0,25.27,1,B000905,2023-06-29
906,30.0,2023-07-21,Inbound,164.0,25.27,1,B000906,2023-03-17
907,16.0,2023-12-28,Outbound,-1.0,43.46,4,B000907,2023-03-09
908,26.0,2023-07-20,Outbound,-8.0,48.87,1,B000908,2023-06-05
909,8.0,2023-06-05,Outbound,-2.0,24.93,3,B000909,2023-03-12
910,33.0,2023-08-25,Outbound,-4.0,21.05,1,B000910,2023-05-27
911,12.0,2023-07-16,Outbound,-6.0,44.44,3,B000911,2023-04-08
912,12.0,2023-09-18,Inbound,107.0,44.44,3,B000912,2023-06-05
913,40.0,2023-04-09,Outbound,-3.0,26.49,1,B000913,2023-04-11
914,3.0,2023-01-07,Outbound,-2.0,32.15,2,B000914,2023-02-03
915,15.0,2023-02-27,Outbound,-1.0,37.19,4,B000915,2023-02-20
916,6.0,2023-01-03,Outbound,-2.0,23.17,5,B000916,2023-05-07
917,39.0,2023-08-20,Outbound,-3.0,6.98,4,B000917,2023-06-19
918,18.0,2023-04-20,Outbound,-9.0,12.42,4,B000918,2023-04-01
919,5.0,2023-03-09,Outbound,-8.0,15.41,2,B000919,2023-05-09
920,5.0,2023-08-09,Inbound,77.0,15.41,2,B000920,2023-05-15
921,30.0,2023-03-27,Outbound,-8.0,25.27,4,B000921,2023-05-30
922,29.0,2023-08-12,Outbound,-10.0,47.09,2,B000922,2023-02-08
923,8.0,2023-11-11,Outbound,-9.0,24.93,5,B000923,2023-02-25
924,38.0,2023-08-29,Outbound,-7.0,34.79,3,B000924,2023-05-05
925,38.0,2023-12-10,Inbound,60.0,34.79,3,B000925,2023-06-13
926,10.0,2023-12-31,Outbound,-3.0,10.74,1,B000926,2023-03-01
927,10.0,2023-08-13,Inbound,177.0,10.74,1,B000927,2023-04-23
928,8.0,2023-06-10,Outbound,-5.0,24.93,2,B000928,2023-02-21
929,8.0,2023-01-22,Inbound,101.0,24.93,2,B000929,2023-04-10
930,22.0,2023-12-10,Outbound,-9.0,37.89,5,B000930,2023-06-04
931,22.0,2023-11-02,Inbound,155.0,37.89,5,B000931,2023-02-28
932,34.0,2023-06-11,Outbound,-8.0,43.77,5,B000932,2023-02-24
933,8.0,2023-02-27,Outbound,-4.0,24.93,2,B000933,2023-04-24
934,26.0,2023-04-07,Outbound,-7.0,48.87,5,B000934,2023-02-11
935,18.0,2023-05-14,Outbound,-6.0,12.42,1,B000935,2023-02-13
936,27.0,2023-07-22,Outbound,-5.0,23.33,4,B000936,2023-05-02
937,11.0,2023-11-04,Outbound,-5.0,29.5,4,B000937,2023-03-23
938,6.0,2023-09-25,Outbound,-8.0,23.17,3,B000938,2023-02-04
939,28.0,2023-05-10,Outbound,-7.0,23.04,5,B000939,2023-06-19
940,28.0,2023-04-12,Inbound,171.0,23.04,5,B000940,2023-04-22
941,44.0,2023-03-16,Outbound,-1.0,16.38,5,B000941,2023-06-02
942,4.0,2023-05-05,Outbound,-2.0,22.83,4,B000942,2023-03-17
943,4.0,2023-01-27,Inbound,181.0,22.83,4,B000943,2023-03-12
944,1.0,2023-07-03,Outbound,-5.0,44.31,3,B000944,2023-05-22
945,23.0,2023-07-30,Outbound,-8.0,47.9,1,B000945,2023-06-07
946,29.0,2023-02-06,Outbound,-7.0,47.09,3,B000946,2023-03-09
947,35.0,2023-01-31,Outbound,-8.0,38.65,2,B000947,2023-05-06
948,20.0,2023-02-18,Outbound,-4.0,45.49,2,B000948,2023-02-12
949,10.0,2023-06-17,Outbound,-4.0,10.74,3,B000949,2023-06-28
950,9.0,2023-11-09,Outbound,-7.0,25.66,1,B000950,2023-02-07
951,45.0,2023-01-03,Outbound,-2.0,31.79,3,B000951,2023-02-18
952,8.0,2023-03-02,Outbound,-5.0,24.93,3,B000952,2023-04-18
953,27.0,2023-09-23,Outbound,-5.0,23.33,1,B000953,2023-03-16
954,27.0,2023-09-10,Inbound,67.0,23.33,1,B000954,2023-03-23
955,25.0,2023-09-11,Outbound,-9.0,40.14,5,B000955,2023-03-08
956,39.0,2023-11-25,Outbound,-8.0,6.98,3,B000956,2023-02-07
957,49.0,2023-06-21,Outbound,-10.0,25.7,5,B000957,2023-03-17
958,48.0,2023-05-06,Outbound,-10.0,12.0,3,B000958,2023-02-26
959,10.0,2023-11-07,Outbound,-3.0,10.74,5,B000959,2023-05-28
960,47.0,2023-01-25,Outbound,-5.0,29.6,5,B000960,2023-04-24
961,47.0,2023-01-06,Inbound,194.0,29.6,5,B000961,2023-05-22
962,26.0,2023-04-22,Outbound,-1.0,48.87,2,B000962,2023-02-03
963,6.0,2023-12-29,Outbound,-9.0,23.17,2,B000963,2023-02-11
964,28.0,2023-02-06,Outbound,-6.0,23.04,5,B000964,2023-03-10
965,12.0,2023-05-15,Outbound,-1.0,44.44,4,B000965,2023-06-20
966,44.0,2023-06-12,Outbound,-5.0,16.38,1,B000966,2023-03-09
967,23.0,2023-10-07,Outbound,-10.0,47.9,5,B000967,2023-06-09
968,43.0,2023-09-02,Outbound,-9.0,10.63,5,B000968,2023-06-19
969,46.0,2023-01-05,Outbound,-3.0,28.66,4,B000969,2023-04-01
970,47.0,2023-01-15,Outbound,-1.0,29.6,3,B000970,2023-05-31
971,16.0,2023-07-20,Outbound,-4.0,43.46,4,B000971,2023-06-03
972,37.0,2023-01-22,Outbound,-1.0,15.22,5,B000972,2023-02-15
973,13.0,2023-06-05,Outbound,-4.0,33.65,5,B000973,2023-05-10
974,13.0,2023-06-27,Inbound,146.0,33.65,5,B000974,2023-02-25
975,6.0,2023-07-26,Outbound,-1.0,23.17,4,B000975,2023-04-05
976,39.0,2023-12-07,Outbound,-7.0,6.98,3,B000976,2023-05-30
977,39.0,2023-11-08,Inbound,156.0,6.98,3,B000977,2023-04-01
978,20.0,2023-10-28,Outbound,-2.0,45.49,5,B000978,2023-03-20
979,6.0,2023-03-04,Outbound,-10.0,23.17,3,B000979,2023-04-14
980,9.0,2023-07-18,Outbound,-7.0,25.66,5,B000980,2023-03-17
981,27.0,2023-05-12,Outbound,-9.0,23.33,3,B000981,2023-03-17
982,30.0,2023-07-23,Outbound,-1.0,25.27,5,B000982,2023-03-25
983,13.0,2023-07-16,Outbound,-2.0,33.65,4,B000983,2023-02-17
984,29.0,2023-05-28,Outbound,-2.0,47.09,3,B000984,2023-02-15
985,29.0,2023-01-30,Inbound,60.0,47.09,3,B000985,2023-03-14
986,20.0,2023-06-21,Outbound,-8.0,45.49,2,B000986,2023-02-07
987,12.0,2023-01-31,Outbound,-2.0,44.44,3,B000987,2023-06-26
988,10.0,2023-06-25,Outbound,-3.0,10.74,2,B000988,2023-04-19
989,41.0,2023-07-30,Outbound,-1.0,15.13,1,B000989,2023-05-28
990,39.0,2023-05-25,Outbound,-9.0,6.98,1,B000990,2023-06-24
991,2.0,2023-05-03,Outbound,-6.0,31.73,3,B000991,2023-05-02
992,30.0,2023-09-13,Outbound,-10.0,25.27,5,B000992,2023-06-22
993,24.0,2023-06-10,Outbound,-3.0,25.51,1,B000993,2023-05-15
994,30.0,2023-02-01,Outbound,-3.0,25.27,1,B000994,2023-02-02
995,19.0,2023-08-07,Outbound,-3.0,40.53,2,B000995,2023-04-24
996,6.0,2023-01-07,Outbound,-3.0,23.17,4,B000996,2023-05-19
997,6.0,2023-06-27,Inbound,123.0,23.17,4,B000997,2023-04-19
998,3.0,2023-11-25,Outbound,-9.0,32.15,3,B000998,2023-06-23
999,39.0,2023-03-11,Outbound,-4.0,6.98,2,B000999,2023-05-23
1000,29.0,2023-07-16,Outbound,-4.0,47.09,4,B001000,2023-04-13
1001,41.0,2023-05-06,Outbound,-1.0,15.13,1,B001001,2023-04-04
1002,15.0,2023-01-22,Outbound,-10.0,37.19,3,B001002,2023-04-06
1003,11.0,2023-08-15,Outbound,-1.0,29.5,5,B001003,2023-06-08
1004,2.0,2023-09-29,Outbound,-2.0,31.73,4,B001004,2023-06-05
1005,13.0,2023-04-15,Outbound,-7.0,33.65,5,B001005,2023-03-14
1006,3.0,2023-10-04,Outbound,-1.0,32.15,3,B001006,2023-04-08
1007,3.0,2023-09-17,Inbound,135.0,32.15,3,B001007,2023-03-04
1008,27.0,2023-01-02,Outbound,-10.0,23.33,2,B001008,2023-02-05
1009,33.0,2023-11-21,Outbound,-8.0,21.05,4,B001009,2023-02-06
1010,33.0,2023-03-05,Inbound,70.0,21.05,4,B001010,2023-04-06
1011,45.0,2023-11-22,Outbound,-6.0,31.79,4,B001011,2023-06-06
1012,16.0,2023-03-13,Outbound,-4.0,43.46,1,B001012,2023-04-13
1013,16.0,2023-02-09,Inbound,171.0,43.46,1,B001013,2023-02-09
1014,44.0,2023-08-13,Outbound,-1.0,16.38,3,B001014,2023-03-30
1015,6.0,2023-02-07,Outbound,-2.0,23.17,3,B001015,2023-04-17
1016,6.0,2023-07-19,Inbound,105.0,23.17,3,B001016,2023-03-17
1017,3.0,2023-03-06,Outbound,-4.0,32.15,4,B001017,2023-04-18
1018,20.0,2023-01-31,Outbound,-3.0,45.49,2,B001018,2023-06-20
1019,14.0,2023-04-17,Outbound,-8.0,5.42,1,B001019,2023-03-16
1020,32.0,2023-01-20,Outbound,-9.0,41.7,3,B001020,2023-05-10
1021,7.0,2023-06-02,Outbound,-5.0,17.98,4,B001021,2023-03-01
1022,29.0,2023-09-01,Outbound,-6.0,47.09,5,B001022,2023-03-26
1023,43.0,2023-03-10,Outbound,-4.0,10.63,3,B001023,2023-04-14
1024,43.0,2023-07-06,Inbound,182.0,10.63,3,B001024,2023-02-24
1025,30.0,2023-07-07,Outbound,-9.0,25.27,1,B001025,2023-05-26
1026,19.0,2023-08-10,Outbound,-7.0,40.53,2,B001026,2023-03-08
1027,7.0,2023-06-02,Outbound,-1.0,17.98,3,B001027,2023-04-15
1028,27.0,2023-01-13,Outbound,-3.0,23.33,3,B001028,2023-05-28
1029,17.0,2023-07-08,Outbound,-4.0,25.12,5,B001029,2023-05-25
1030,1.0,2023-04-26,Outbound,-2.0,44.31,4,B001030,2023-04-01
1031,1.0,2023-04-27,Inbound,173.0,44.31,4,B001031,2023-05-03
1032,43.0,2023-11-29,Outbound,-5.0,10.63,3,B001032,2023-04-26
1033,10.0,2023-04-08,Outbound,-5.0,10.74,2,B001033,2023-04-22
1034,10.0,2023-05-10,Inbound,174.0,10.74,2,B001034,2023-03-24
1035,8.0,2023-09-10,Outbound,-9.0,24.93,3,B001035,2023-06-06
1036,9.0,2023-01-22,Outbound,-7.0,25.66,2,B001036,2023-05-01
1037,27.0,2023-07-14,Outbound,-5.0,23.33,5,B001037,2023-03-09
1038,41.0,2023-11-19,Outbound,-3.0,15.13,4,B001038,2023-05-18
1039,16.0,2023-08-12,Outbound,-2.0,43.46,2,B001039,2023-04-07
1040,31.0,2023-11-16,Outbound,-10.0,19.14,1,B001040,2023-06-24
1041,40.0,2023-09-24,Outbound,-6.0,26.49,5,B001041,2023-04-28
1042,29.0,2023-06-04,Outbound,-7.0,47.09,4,B001042,2023-06-16
1043,25.0,2023-04-12,Outbound,-10.0,40.14,3,B001043,2023-03-19
1044,11.0,2023-10-21,Outbound,-9.0,29.5,4,B001044,2023-06-09
1045,28.0,2023-12-26,Outbound,-6.0,23.04,1,B001045,2023-02-20
1046,45.0,2023-03-29,Outbound,-8.0,31.79,4,B001046,2023-05-28
1047,43.0,2023-06-19,Outbound,-3.0,10.63,5,B001047,2023-02-27
1048,42.0,2023-03-16,Outbound,-2.0,6.32,2,B001048,2023-03-19
1049,42.0,2023-04-18,Inbound,149.0,6.32,2,B001049,2023-04-17
1050,25.0,2023-05-19,Outbound,-6.0,40.14,1,B001050,2023-03-10
1051,38.0,2023-10-01,Outbound,-7.0,34.79,1,B001051,2023-05-02
1052,3.0,2023-07-19,Outbound,-5.0,32.15,3,B001052,2023-03-08
1053,49.0,2023-01-19,Outbound,-1.0,25.7,3,B001053,2023-02-16
1054,49.0,2023-09-23,Inbound,181.0,25.7,3,B001054,2023-02-09
1055,39.0,2023-10-06,Outbound,-8.0,6.98,2,B001055,2023-06-12
1056,25.0,2023-01-16,Outbound,-2.0,40.14,4,B001056,2023-04-21
1057,25.0,2023-05-21,Inbound,62.0,40.14,4,B001057,2023-04-24
1058,7.0,2023-05-12,Outbound,-10.0,17.98,1,B001058,2023-04-19
1059,36.0,2023-01-02,Outbound,-1.0,9.45,5,B001059,2023-04-14
1060,36.0,2023-12-06,Inbound,181.0,9.45,5,B001060,2023-06-22
1061,38.0,2023-08-22,Outbound,-5.0,34.79,1,B001061,2023-06-02
1062,38.0,2023-08-20,Inbound,145.0,34.79,1,B001062,2023-03-12
1063,22.0,2023-01-21,Outbound,-2.0,37.89,5,B001063,2023-02-12
1064,25.0,2023-11-17,Outbound,-2.0,40.14,4,B001064,2023-02-06
1065,41.0,2023-10-30,Outbound,-1.0,15.13,3,B001065,2023-06-08
1066,44.0,2023-03-29,Outbound,-3.0,16.38,1,B001066,2023-02-27
1067,44.0,2023-05-19,Inbound,154.0,16.38,1,B001067,2023-04-05
1068,14.0,2023-09-24,Outbound,-4.0,5.42,4,B001068,2023-03-14
1069,15.0,2023-03-06,Outbound,-5.0,37.19,3,B001069,2023-05-19
1070,43.0,2023-12-01,Outbound,-2.0,10.63,1,B001070,2023-02-11
1071,42.0,2023-10-25,Outbound,-5.0,6.32,5,B001071,2023-05-25
1072,27.0,2023-02-04,Outbound,-8.0,23.33,4,B001072,2023-03-14
1073,44.0,2023-03-29,Outbound,-10.0,16.38,4,B001073,2023-02-19
1074,6.0,2023-08-27,Outbound,-8.0,23.17,4,B001074,2023-03-08
1075,6.0,2023-11-11,Inbound,138.0,23.17,4,B001075,2023-02-05
1076,17.0,2023-06-17,Outbound,-8.0,25.12,3,B001076,2023-06-16
1077,17.0,2023-03-16,Inbound,168.0,25.12,3,B001077,2023-02-09
1078,50.0,2023-01-08,Outbound,-3.0,33.76,3,B001078,2023-04-16
1079,42.0,2023-07-04,Outbound,-4.0,6.32,2,B001079,2023-06-05
1080,42.0,2023-06-14,Inbound,85.0,6.32,2,B001080,2023-05-30
1081,4.0,2023-02-20,Outbound,-3.0,22.83,1,B001081,2023-03-26
1082,15.0,2023-12-27,Outbound,-5.0,37.19,1,B001082,2023-04-28
1083,26.0,2023-07-08,Outbound,-1.0,48.87,4,B001083,2023-05-17
1084,43.0,2023-12-20,Outbound,-4.0,10.63,4,B001084,2023-05-26
1085,43.0,2023-06-08,Inbound,55.0,10.63,4,B001085,2023-02-23
1086,6.0,2023-11-25,Outbound,-3.0,23.17,2,B001086,2023-05-23
1087,43.0,2023-10-27,Outbound,-10.0,10.63,4,B001087,2023-04-24
1088,48.0,2023-08-15,Outbound,-9.0,12.0,1,B001088,2023-04-12
1089,48.0,2023-01-08,Inbound,136.0,12.0,1,B001089,2023-06-04
1090,16.0,2023-05-09,Outbound,-1.0,43.46,2,B001090,2023-02-20
1091,16.0,2023-03-15,Inbound,56.0,43.46,2,B001091,2023-06-08
1092,3.0,2023-03-28,Outbound,-6.0,32.15,2,B001092,2023-03-08
1093,44.0,2023-11-10,Outbound,-3.0,16.38,1,B001093,2023-04-23
1094,35.0,2023-09-06,Outbound,-1.0,38.65,5,B001094,2023-04-18
1095,35.0,2023-11-21,Inbound,129.0,38.65,5,B001095,2023-05-17
1096,38.0,2023-02-06,Outbound,-5.0,34.79,3,B001096,2023-05-14
1097,43.0,2023-05-09,Outbound,-3.0,10.63,3,B001097,2023-04-05
1098,26.0,2023-11-16,Outbound,-2.0,48.87,5,B001098,2023-02-12
1099,14.0,2023-10-04,Outbound,-5.0,5.42,4,B001099,2023-03-06
1100,4.0,2023-10-31,Outbound,-10.0,22.83,2,B001100,2023-03-12
1101,47.0,2023-06-23,Outbound,-9.0,29.6,3,B001101,2023-04-09
1102,28.0,2023-09-08,Outbound,-10.0,23.04,4,B001102,2023-05-01
1103,20.0,2023-12-28,Outbound,-5.0,45.49,4,B001103,2023-02-13
1104,20.0,2023-04-26,Inbound,157.0,45.49,4,B001104,2023-05-04
1105,21.0,2023-11-13,Outbound,-4.0,34.35,2,B001105,2023-05-05
1106,46.0,2023-05-09,Outbound,-5.0,28.66,3,B001106,2023-03-20
1107,46.0,2023-01-26,Inbound,70.0,28.66,3,B001107,2023-03-08
1108,23.0,2023-12-10,Outbound,-1.0,47.9,1,B001108,2023-05-07
1109,19.0,2023-07-06,Outbound,-3.0,40.53,1,B001109,2023-03-21
1110,19.0,2023-04-09,Inbound,117.0,40.53,1,B001110,2023-03-21
1111,43.0,2023-09-14,Outbound,-1.0,10.63,4,B001111,2023-03-06
1112,40.0,2023-12-10,Outbound,-9.0,26.49,2,B001112,2023-04-11
1113,45.0,2023-01-06,Outbound,-4.0,31.79,2,B001113,2023-03-20
1114,47.0,2023-12-02,Outbound,-1.0,29.6,5,B001114,2023-03-12
1115,47.0,2023-05-05,Inbound,124.0,29.6,5,B001115,2023-06-02
1116,41.0,2023-04-30,Outbound,-8.0,15.13,1,B001116,2023-05-04
1117,8.0,2023-11-17,Outbound,-9.0,24.93,5,B001117,2023-03-25
1118,6.0,2023-02-05,Outbound,-1.0,23.17,3,B001118,2023-02-09
1119,25.0,2023-11-21,Outbound,-2.0,40.14,3,B001119,2023-04-26
1120,25.0,2023-10-26,Inbound,123.0,40.14,3,B001120,2023-06-23
1121,47.0,2023-03-20,Outbound,-10.0,29.6,2,B001121,2023-06-25
1122,18.0,2023-06-10,Outbound,-3.0,12.42,2,B001122,2023-04-14
1123,14.0,2023-10-28,Outbound,-10.0,5.42,2,B001123,2023-04-25
1124,42.0,2023-08-25,Outbound,-4.0,6.32,3,B001124,2023-03-16
1125,34.0,2023-10-01,Outbound,-7.0,43.77,3,B001125,2023-03-09
1126,25.0,2023-12-30,Outbound,-4.0,40.14,5,B001126,2023-05-07
1127,15.0,2023-12-17,Outbound,-4.0,37.19,5,B001127,2023-05-19
1128,13.0,2023-12-21,Outbound,-10.0,33.65,1,B001128,2023-06-25
1129,13.0,2023-07-07,Inbound,184.0,33.65,1,B001129,2023-03-03
1130,31.0,2023-07-05,Outbound,-4.0,19.14,1,B001130,2023-05-31
1131,37.0,2023-04-05,Outbound,-10.0,15.22,2,B001131,2023-03-14
1132,8.0,2023-01-28,Outbound,-1.0,24.93,5,B001132,2023-04-25
1133,48.0,2023-04-15,Outbound,-7.0,12.0,3,B001133,2023-05-16
1134,48.0,2023-08-08,Outbound,-10.0,12.0,4,B001134,2023-04-01
1135,11.0,2023-10-29,Outbound,-5.0,29.5,5,B001135,2023-06-06
1136,35.0,2023-11-02,Outbound,-2.0,38.65,5,B001136,2023-05-20
1137,28.0,2023-12-25,Outbound,-2.0,23.04,1,B001137,2023-03-29
1138,27.0,2023-07-22,Outbound,-2.0,23.33,3,B001138,2023-06-05
1139,18.0,2023-07-04,Outbound,-3.0,12.42,4,B001139,2023-03-19
1140,18.0,2023-07-10,Inbound,82.0,12.42,4,B001140,2023-06-08
1141,36.0,2023-01-13,Outbound,-1.0,9.45,2,B001141,2023-04-23
1142,21.0,2023-02-07,Outbound,-2.0,34.35,5,B001142,2023-02-24
1143,2.0,2023-09-02,Outbound,-7.0,31.73,5,B001143,2023-04-27
1144,13.0,2023-11-13,Outbound,-7.0,33.65,3,B001144,2023-02-06
1145,13.0,2023-10-12,Inbound,76.0,33.65,3,B001145,2023-06-04
1146,45.0,2023-03-25,Outbound,-7.0,31.79,1,B001146,2023-06-22
1147,11.0,2023-10-16,Outbound,-2.0,29.5,5,B001147,2023-06-07
1148,21.0,2023-10-09,Outbound,-1.0,34.35,4,B001148,2023-06-17
1149,21.0,2023-09-07,Inbound,111.0,34.35,4,B001149,2023-05-01
1150,24.0,2023-06-23,Outbound,-1.0,25.51,5,B001150,2023-02-20
1151,15.0,2023-03-25,Outbound,-5.0,37.19,4,B001151,2023-03-13
1152,46.0,2023-12-28,Outbound,-5.0,28.66,3,B001152,2023-03-06
1153,46.0,2023-04-24,Inbound,172.0,28.66,3,B001153,2023-01-31
1154,49.0,2023-05-08,Outbound,-2.0,25.7,5,B001154,2023-02-18
1155,36.0,2023-04-08,Outbound,-9.0,9.45,2,B001155,2023-02-25
1156,22.0,2023-03-24,Outbound,-1.0,37.89,3,B001156,2023-06-24
1157,17.0,2023-10-30,Outbound,-1.0,25.12,3,B001157,2023-05-16
1158,17.0,2023-03-15,Inbound,185.0,25.12,3,B001158,2023-03-01
1159,21.0,2023-06-29,Outbound,-5.0,34.35,1,B001159,2023-03-23
1160,27.0,2023-04-10,Outbound,-6.0,23.33,1,B001160,2023-04-28
1161,27.0,2023-12-04,Inbound,67.0,23.33,1,B001161,2023-04-06
1162,32.0,2023-09-05,Outbound,-10.0,41.7,5,B001162,2023-06-14
1163,20.0,2023-07-25,Outbound,-2.0,45.49,5,B001163,2023-05-14
1164,50.0,2023-02-07,Outbound,-10.0,33.76,4,B001164,2023-04-15
1165,50.0,2023-07-16,Inbound,197.0,33.76,4,B001165,2023-04-09
1166,3.0,2023-10-02,Outbound,-10.0,32.15,2,B001166,2023-02-23
1167,3.0,2023-09-11,Inbound,101.0,32.15,2,B001167,2023-04-25
1168,44.0,2023-12-30,Outbound,-3.0,16.38,5,B001168,2023-02-16
1169,7.0,2023-07-01,Outbound,-1.0,17.98,4,B001169,2023-04-14
1170,20.0,2023-01-29,Outbound,-3.0,45.49,1,B001170,2023-05-20
1171,27.0,2023-01-22,Outbound,-6.0,23.33,1,B001171,2023-06-04
1172,21.0,2023-12-16,Outbound,-1.0,34.35,5,B001172,2023-03-31
1173,35.0,2023-05-23,Outbound,-7.0,38.65,1,B001173,2023-04-11
1174,36.0,2023-12-04,Outbound,-2.0,9.45,3,B001174,2023-06-24
1175,36.0,2023-10-02,Inbound,187.0,9.45,3,B001175,2023-04-25
1176,32.0,2023-05-12,Outbound,-9.0,41.7,4,B001176,2023-05-28
1177,32.0,2023-01-11,Inbound,67.0,41.7,4,B001177,2023-05-31
1178,46.0,2023-02-02,Outbound,-6.0,28.66,1,B001178,2023-06-10
1179,26.0,2023-10-24,Outbound,-5.0,48.87,1,B001179,2023-03-28
1180,50.0,2023-09-04,Outbound,-9.0,33.76,2,B001180,2023-05-15
1181,23.0,2023-12-07,Outbound,-3.0,47.9,1,B001181,2023-06-14
1182,42.0,2023-11-26,Outbound,-10.0,6.32,3,B001182,2023-03-22
1183,37.0,2023-03-21,Outbound,-1.0,15.22,5,B001183,2023-05-17
1184,37.0,2023-12-19,Inbound,99.0,15.22,5,B001184,2023-03-21
1185,49.0,2023-08-18,Outbound,-4.0,25.7,4,B001185,2023-06-25
1186,22.0,2023-10-06,Outbound,-5.0,37.89,5,B001186,2023-05-11
1187,14.0,2023-10-17,Outbound,-3.0,5.42,1,B001187,2023-04-24
1188,14.0,2023-11-29,Inbound,70.0,5.42,1,B001188,2023-05-31
1189,5.0,2023-12-15,Outbound,-1.0,15.41,1,B001189,2023-05-03
1190,44.0,2023-11-19,Outbound,-3.0,16.38,2,B001190,2023-02-19
1191,8.0,2023-10-08,Outbound,-10.0,24.93,3,B001191,2023-03-24
1192,46.0,2023-08-23,Outbound,-2.0,28.66,5,B001192,2023-04-23
1193,38.0,2023-04-22,Outbound,-3.0,34.79,5,B001193,2023-04-07
1194,18.0,2023-01-26,Outbound,-6.0,12.42,1,B001194,2023-02-03
1195,18.0,2023-05-06,Inbound,176.0,12.42,1,B001195,2023-01-31
1196,50.0,2023-06-21,Outbound,-6.0,33.76,3,B001196,2023-04-17
1197,15.0,2023-07-18,Outbound,-7.0,37.19,3,B001197,2023-05-19
1198,28.0,2023-08-05,Outbound,-9.0,23.04,1,B001198,2023-05-01
1199,21.0,2023-04-12,Outbound,-3.0,34.35,2,B001199,2023-05-01
1200,21.0,2023-03-21,Inbound,179.0,34.35,2,B001200,2023-02-25
1201,16.0,2023-05-04,Outbound,-5.0,43.46,3,B001201,2023-04-07
1202,7.0,2023-09-11,Outbound,-3.0,17.98,1,B001202,2023-04-12
1203,7.0,2023-01-13,Inbound,83.0,17.98,1,B001203,2023-06-12
1204,30.0,2023-03-09,Outbound,-8.0,25.27,5,B001204,2023-05-15
1205,50.0,2023-07-17,Outbound,-1.0,33.76,5,B001205,2023-04-08
1206,27.0,2023-12-16,Outbound,-4.0,23.33,3,B001206,2023-05-10
1207,27.0,2023-10-06,Inbound,95.0,23.33,3,B001207,2023-04-23
1208,15.0,2023-05-13,Outbound,-6.0,37.19,5,B001208,2023-02-06
1209,45.0,2023-09-12,Outbound,-4.0,31.79,1,B001209,2023-05-28
1210,39.0,2023-08-28,Outbound,-10.0,6.98,3,B001210,2023-04-12
1211,20.0,2023-07-23,Outbound,-8.0,45.49,5,B001211,2023-05-16
1212,23.0,2023-06-03,Outbound,-5.0,47.9,1,B001212,2023-04-18
1213,14.0,2023-04-23,Outbound,-10.0,5.42,1,B001213,2023-04-20
1214,14.0,2023-10-04,Inbound,115.0,5.42,1,B001214,2023-04-26
