OrderDetailID,OrderID,ProductID,Quantity,UnitPrice,DiscountPercent,TotalLineAmount
637,198,22,2,88.78,0.14,152.7016
638,199,25,2,17.01,0.01,33.6798
639,199,41,1,24.85,0.11,22.116500000000002
640,200,44,3,79.47,0.2,190.728
641,200,14,4,95.51,0.19,309.4524
642,200,15,5,84.6,0.01,418.77
643,200,43,2,51.53,0.03,99.9682
644,201,42,5,80.86,0.11,359.827
645,202,27,8,83.25,0.11,592.74
646,202,44,10,79.47,0.07,739.071
647,202,6,8,31.72,0.1,228.384
648,203,17,8,67.11,0.18,440.2416
649,204,50,3,23.37,0.11,62.3979
650,204,42,4,80.86,0.11,287.8616
651,205,4,3,85.56,0.02,251.5464
652,205,15,5,84.6,0.15,359.55
653,205,26,1,27.01,0.2,21.608000000000004
654,205,43,4,51.53,0.06,193.75279999999998
655,205,6,3,31.72,0.04,91.3536
656,206,43,10,51.53,0.08,474.07599999999996
657,206,48,9,34.73,0.08,287.5644
658,206,16,1,70.97,0.03,68.84089999999999
659,206,3,6,46.64,0.06,263.0496
660,206,44,3,79.47,0.05,226.4895
661,207,35,1,55.38,0.11,49.2882
662,207,38,5,55.98,0.14,240.71399999999997
663,207,43,3,51.53,0.1,139.131
664,207,26,2,27.01,0.1,48.618
665,207,14,5,95.51,0.18,391.59100000000007
666,208,4,10,85.56,0.2,684.48
667,208,47,9,62.32,0.05,532.836
668,209,28,10,35.08,0.1,315.71999999999997
669,209,20,5,60.23,0.05,286.0925
670,210,21,4,84.01,0.04,322.5984
671,210,46,5,78.86,0.16,331.212
672,211,23,1,26.09,0.14,22.4374
673,211,19,3,42.91,0.04,123.58079999999998
674,211,43,1,51.53,0.17,42.7699
675,211,40,9,14.37,0.14,111.22379999999998
676,212,45,4,64.46,0.0,257.84
677,212,47,1,62.32,0.01,61.6968
678,212,41,8,24.85,0.07,184.884
679,213,8,9,74.62,0.11,597.7062000000001
680,213,6,1,31.72,0.13,27.5964
681,214,25,2,17.01,0.1,30.618000000000002
682,214,47,10,62.32,0.18,511.02400000000006
683,214,18,3,39.71,0.17,98.8779
684,214,14,10,95.51,0.06,897.794
685,214,42,4,80.86,0.15,274.924
686,215,34,7,27.1,0.05,180.215
687,215,25,4,17.01,0.03,65.9988
688,215,15,4,84.6,0.17,280.87199999999996
689,215,13,10,48.07,0.18,394.17400000000004
690,216,31,4,57.86,0.13,201.3528
691,216,37,10,30.94,0.18,253.70800000000006
692,216,8,1,74.62,0.09,67.9042
693,217,48,7,34.73,0.2,194.488
694,218,48,10,34.73,0.2,277.84
695,218,11,5,40.72,0.19,164.916
696,219,35,2,55.38,0.2,88.608
697,219,28,2,35.08,0.0,70.16
698,219,27,2,83.25,0.16,139.85999999999999
699,219,18,3,39.71,0.01,117.9387
700,219,36,1,57.5,0.13,50.025
701,220,21,2,84.01,0.08,154.57840000000002
702,221,2,7,23.26,0.18,133.5124
703,221,13,7,48.07,0.19,272.55690000000004
704,222,45,7,64.46,0.01,446.70779999999996
705,222,11,2,40.72,0.07,75.7392
706,222,21,1,84.01,0.01,83.1699
707,222,24,1,97.28,0.15,82.688
708,222,15,5,84.6,0.14,363.78
709,223,46,5,78.86,0.13,343.041
710,223,49,2,27.29,0.19,44.2098
711,223,36,9,57.5,0.04,496.79999999999995
712,223,22,1,88.78,0.12,78.1264
713,224,17,1,67.11,0.13,58.3857
714,224,21,5,84.01,0.2,336.04
715,224,27,6,83.25,0.17,414.585
716,224,32,10,55.49,0.19,449.469
717,225,20,2,60.23,0.01,119.2554
718,225,50,10,23.37,0.17,193.971
719,225,3,10,46.64,0.07,433.75199999999995
720,225,44,3,79.47,0.08,219.3372
721,225,7,1,20.53,0.12,18.0664
722,226,20,3,60.23,0.13,157.2003
723,226,27,6,83.25,0.18,409.59000000000003
724,226,21,1,84.01,0.2,67.20800000000001
725,226,35,7,55.38,0.09,352.77060000000006
726,226,36,2,57.5,0.17,95.44999999999999
727,227,32,9,55.49,0.2,399.528
728,227,46,6,78.86,0.09,430.5756
729,228,26,5,27.01,0.11,120.1945
730,228,50,9,23.37,0.09,191.40030000000002
731,228,23,3,26.09,0.19,63.3987
732,229,42,10,80.86,0.04,776.256
733,229,37,1,30.94,0.19,25.061400000000003
734,229,49,4,27.29,0.1,98.244
735,230,22,5,88.78,0.02,435.022
736,230,14,3,95.51,0.19,232.08930000000004
737,230,5,1,65.94,0.13,57.367799999999995
738,230,44,3,79.47,0.1,214.569
739,230,8,10,74.62,0.19,604.422
740,231,46,2,78.86,0.03,152.98839999999998
741,232,38,3,55.98,0.1,151.14600000000002
742,232,18,6,39.71,0.05,226.34699999999998
743,233,50,6,23.37,0.1,126.19800000000001
744,233,15,7,84.6,0.04,568.512
745,233,28,9,35.08,0.05,299.93399999999997
746,234,21,3,84.01,0.08,231.86760000000004
747,234,16,5,70.97,0.04,340.656
748,235,7,3,20.53,0.07,57.2787
749,235,30,8,95.73,0.05,727.548
750,236,50,1,23.37,0.18,19.163400000000003
751,236,27,4,83.25,0.02,326.34
752,236,15,6,84.6,0.2,406.08
753,236,45,4,64.46,0.04,247.52639999999997
754,237,39,10,69.63,0.19,564.003
755,237,20,8,60.23,0.1,433.656
756,238,23,5,26.09,0.16,109.57799999999999
757,239,14,10,95.51,0.11,850.039
758,239,12,9,79.66,0.1,645.246
759,240,18,7,39.71,0.06,261.2918
760,241,34,7,27.1,0.2,151.76000000000002
761,241,21,5,84.01,0.01,415.84950000000003
762,241,38,1,55.98,0.15,47.583
763,242,15,6,84.6,0.04,487.29599999999994
764,242,13,8,48.07,0.1,346.104
765,242,39,7,69.63,0.12,428.9208
766,242,28,5,35.08,0.12,154.35199999999998
767,243,44,9,79.47,0.2,572.1840000000001
768,243,3,1,46.64,0.11,41.5096
769,243,29,8,88.54,0.02,694.1536
770,244,2,3,23.26,0.15,59.313
771,245,11,4,40.72,0.03,157.9936
772,245,30,3,95.73,0.18,235.4958
773,245,10,4,83.62,0.08,307.7216
774,246,30,7,95.73,0.12,589.6968
775,246,35,4,55.38,0.17,183.8616
776,246,18,8,39.71,0.05,301.796
777,246,28,8,35.08,0.16,235.7376
778,247,22,7,88.78,0.02,609.0308
779,247,43,3,51.53,0.03,149.9523
780,247,19,7,42.91,0.01,297.3663
781,247,28,10,35.08,0.02,343.78399999999993
782,248,35,10,55.38,0.13,481.80600000000004
783,248,1,7,36.31,0.1,228.75300000000001
784,248,22,3,88.78,0.12,234.37920000000003
785,249,39,5,69.63,0.02,341.18699999999995
786,250,37,5,30.94,0.11,137.68300000000002
787,250,40,5,14.37,0.01,71.13149999999999
788,250,31,9,57.86,0.15,442.629
789,250,48,4,34.73,0.06,130.58479999999997
790,251,22,3,88.78,0.03,258.3498
791,251,30,4,95.73,0.19,310.1652
792,251,5,3,65.94,0.03,191.88539999999998
793,252,46,10,78.86,0.13,686.082
794,252,31,8,57.86,0.16,388.81919999999997
795,252,21,6,84.01,0.19,408.2886000000001
796,252,24,6,97.28,0.03,566.1696000000001
797,253,4,8,85.56,0.17,568.1184
798,254,46,4,78.86,0.15,268.12399999999997
799,254,43,3,51.53,0.16,129.8556
800,255,39,8,69.63,0.14,479.0544
801,255,28,10,35.08,0.01,347.292
802,255,10,2,83.62,0.02,163.89520000000002
803,255,3,4,46.64,0.07,173.5008
804,255,9,5,81.64,0.07,379.626
805,256,15,9,84.6,0.01,753.786
806,256,40,8,14.37,0.08,105.7632
807,256,30,6,95.73,0.17,476.73539999999997
808,256,45,5,64.46,0.19,261.063
809,257,40,4,14.37,0.16,48.283199999999994
810,257,4,10,85.56,0.05,812.8199999999999
811,257,45,8,64.46,0.02,505.36639999999994
812,258,46,3,78.86,0.15,201.093
813,258,3,4,46.64,0.07,173.5008
814,258,28,6,35.08,0.11,187.3272
815,258,5,6,65.94,0.04,379.8144
816,258,41,1,24.85,0.02,24.353
817,259,11,4,40.72,0.12,143.3344
818,259,9,2,81.64,0.07,151.85039999999998
819,259,21,9,84.01,0.07,703.1637
820,260,24,10,97.28,0.07,904.704
821,260,14,9,95.51,0.07,799.4187
822,260,6,2,31.72,0.16,53.28959999999999
823,261,30,6,95.73,0.01,568.6362
824,261,48,5,34.73,0.13,151.07549999999998
825,262,39,1,69.63,0.07,64.7559
826,263,35,8,55.38,0.16,372.1536
827,263,21,8,84.01,0.02,658.6384
828,264,37,7,30.94,0.05,205.751
829,264,21,6,84.01,0.02,493.97880000000004
830,264,33,5,57.56,0.03,279.166
831,265,44,2,79.47,0.13,138.27779999999998
832,266,14,4,95.51,0.03,370.5788
833,266,21,2,84.01,0.16,141.1368
834,267,9,1,81.64,0.1,73.476
835,268,16,5,70.97,0.1,319.365
836,268,17,4,67.11,0.06,252.3336
837,268,2,4,23.26,0.08,85.59680000000002
838,268,9,4,81.64,0.15,277.576
839,269,46,2,78.86,0.14,135.6392
840,269,28,3,35.08,0.18,86.2968
841,269,11,2,40.72,0.17,67.59519999999999
842,270,23,6,26.09,0.02,153.4092
843,270,12,5,79.66,0.04,382.36799999999994
844,271,40,9,14.37,0.07,120.27689999999998
845,272,2,10,23.26,0.12,204.68800000000002
846,272,28,4,35.08,0.05,133.30399999999997
847,272,18,4,39.71,0.02,155.6632
848,272,49,5,27.29,0.15,115.98249999999999
849,272,42,9,80.86,0.09,662.2434000000001
850,273,14,3,95.51,0.14,246.41580000000002
851,273,8,7,74.62,0.06,490.9996
852,274,2,4,23.26,0.09,84.66640000000001
853,274,30,2,95.73,0.06,179.9724
854,274,28,3,35.08,0.03,102.08279999999999
855,274,11,5,40.72,0.2,162.88
856,274,12,5,79.66,0.07,370.4189999999999
857,275,43,2,51.53,0.0,103.06
858,275,42,5,80.86,0.15,343.655
859,276,31,10,57.86,0.12,509.168
860,276,43,7,51.53,0.17,299.3893
861,276,49,7,27.29,0.09,173.8373
862,277,35,2,55.38,0.18,90.82320000000001
863,277,9,6,81.64,0.19,396.77040000000005
864,277,47,2,62.32,0.09,113.42240000000001
865,278,36,10,57.5,0.17,477.25
866,278,1,10,36.31,0.19,294.11100000000005
867,278,15,1,84.6,0.05,80.36999999999999
868,279,12,6,79.66,0.02,468.40079999999995
869,279,29,6,88.54,0.1,478.11600000000004
870,279,44,2,79.47,0.19,128.7414
871,279,25,5,17.01,0.1,76.54500000000002
872,279,48,7,34.73,0.11,216.3679
873,280,20,2,60.23,0.13,104.80019999999999
874,280,25,1,17.01,0.13,14.798700000000002
875,280,42,7,80.86,0.14,486.7772
876,281,47,6,62.32,0.12,329.0496
877,281,6,3,31.72,0.06,89.45039999999999
878,282,23,2,26.09,0.08,48.0056
879,282,27,4,83.25,0.06,313.02
880,282,41,4,24.85,0.03,96.418
881,283,26,10,27.01,0.06,253.894
882,283,24,5,97.28,0.15,413.44
883,284,22,4,88.78,0.15,301.852
884,284,10,7,83.62,0.05,556.073
885,285,9,6,81.64,0.09,445.75440000000003
886,285,24,5,97.28,0.15,413.44
887,285,38,1,55.98,0.12,49.2624
888,286,50,8,23.37,0.07,173.87279999999998
889,286,37,5,30.94,0.02,151.60600000000002
890,286,39,2,69.63,0.2,111.408
891,286,4,10,85.56,0.12,752.928
892,287,48,2,34.73,0.16,58.346399999999996
893,287,8,8,74.62,0.17,495.4768
894,287,7,6,20.53,0.12,108.39840000000001
895,287,19,8,42.91,0.19,278.0568
896,288,41,7,24.85,0.0,173.95000000000002
897,288,37,1,30.94,0.02,30.3212
898,288,6,4,31.72,0.14,109.1168
899,288,29,6,88.54,0.09,483.4284
900,288,44,1,79.47,0.18,65.1654
901,289,1,7,36.31,0.18,208.41940000000002
902,289,16,9,70.97,0.08,587.6316
903,290,1,9,36.31,0.15,277.7715
904,290,21,5,84.01,0.12,369.644
905,291,43,3,51.53,0.07,143.7687
906,291,25,4,17.01,0.02,66.67920000000001
907,291,37,10,30.94,0.17,256.802
908,291,35,1,55.38,0.13,48.180600000000005
909,292,41,2,24.85,0.13,43.239000000000004
910,292,21,6,84.01,0.1,453.65400000000005
911,292,38,2,55.98,0.08,103.00319999999999
912,293,5,7,65.94,0.01,456.9642
913,293,12,5,79.66,0.13,346.52099999999996
914,294,15,10,84.6,0.19,685.26
915,295,20,8,60.23,0.14,414.38239999999996
916,296,4,8,85.56,0.07,636.5663999999999
917,296,47,2,62.32,0.15,105.944
918,296,39,1,69.63,0.03,67.5411
919,297,17,1,67.11,0.14,57.7146
920,298,9,8,81.64,0.07,607.4015999999999
921,298,25,3,17.01,0.18,41.84460000000001
922,298,10,5,83.62,0.07,388.83299999999997
923,298,48,2,34.73,0.12,61.12479999999999
924,298,33,6,57.56,0.02,338.4528
925,299,27,1,83.25,0.04,79.92
926,299,45,2,64.46,0.18,105.7144
927,299,19,2,42.91,0.07,79.81259999999999
928,299,25,6,17.01,0.14,87.7716
929,299,5,6,65.94,0.11,352.1196
930,300,11,4,40.72,0.17,135.19039999999998
931,300,41,5,24.85,0.12,109.34
932,300,27,4,83.25,0.11,296.37
933,300,18,7,39.71,0.03,269.6309
934,301,32,6,55.49,0.19,269.6814
935,301,23,3,26.09,0.11,69.66029999999999
936,301,18,3,39.71,0.14,102.45179999999999
937,302,14,9,95.51,0.03,833.8023000000001
938,302,37,5,30.94,0.08,142.324
939,303,17,10,67.11,0.0,671.1
940,304,14,4,95.51,0.04,366.7584
941,304,32,6,55.49,0.05,316.293
942,304,24,4,97.28,0.14,334.6432
943,304,6,1,31.72,0.14,27.2792
944,305,29,10,88.54,0.19,717.1740000000001
945,305,35,1,55.38,0.09,50.3958
946,305,24,3,97.28,0.13,253.90080000000003
947,305,14,3,95.51,0.14,246.41580000000002
948,305,10,8,83.62,0.19,541.8576
949,306,1,2,36.31,0.07,67.53659999999999
950,306,7,7,20.53,0.1,129.339
951,307,12,7,79.66,0.12,490.7056
952,307,41,5,24.85,0.01,123.0075
953,308,23,6,26.09,0.08,144.0168
954,308,29,3,88.54,0.04,254.99519999999998
955,309,49,2,27.29,0.19,44.2098
956,309,35,10,55.38,0.02,542.724
957,309,50,3,23.37,0.16,58.892399999999995
958,309,29,1,88.54,0.0,88.54
959,310,10,2,83.62,0.09,152.1884
960,310,23,8,26.09,0.07,194.10959999999997
961,310,29,8,88.54,0.1,637.488
962,310,30,2,95.73,0.07,178.0578
963,311,31,5,57.86,0.14,248.798
964,312,24,7,97.28,0.1,612.864
965,312,18,7,39.71,0.14,239.0542
966,313,38,2,55.98,0.01,110.84039999999999
967,314,28,9,35.08,0.13,274.6764
968,314,11,7,40.72,0.13,247.98479999999998
969,314,41,9,24.85,0.14,192.339
970,315,26,3,27.01,0.01,80.2197
971,316,3,6,46.64,0.17,232.2672
972,317,47,6,62.32,0.03,362.7024
973,318,43,9,51.53,0.06,435.94379999999995
974,319,14,5,95.51,0.07,444.12149999999997
975,319,42,7,80.86,0.05,537.7189999999999
976,320,32,7,55.49,0.11,345.7027
977,320,3,8,46.64,0.11,332.0768
978,321,16,4,70.97,0.03,275.36359999999996
979,321,41,10,24.85,0.09,226.13500000000002
980,322,18,4,39.71,0.06,149.3096
981,323,37,7,30.94,0.14,186.2588
982,324,3,4,46.64,0.09,169.7696
983,324,7,2,20.53,0.09,37.3646
984,325,14,10,95.51,0.16,802.284
985,326,2,5,23.26,0.17,96.52900000000001
986,326,32,7,55.49,0.14,334.0498
987,326,20,6,60.23,0.1,325.242
988,326,33,1,57.56,0.01,56.9844
989,326,29,5,88.54,0.03,429.41900000000004
990,327,45,1,64.46,0.15,54.79099999999999
991,327,6,7,31.72,0.05,210.938
992,328,43,1,51.53,0.04,49.4688
993,329,36,6,57.5,0.01,341.55
994,330,34,2,27.1,0.11,48.23800000000001
995,330,44,4,79.47,0.02,311.5224
996,330,30,7,95.73,0.06,629.9034
997,330,35,10,55.38,0.04,531.648
998,331,46,10,78.86,0.15,670.31
999,331,50,4,23.37,0.18,76.65360000000001
1000,332,2,5,23.26,0.02,113.974
1001,332,35,6,55.38,0.11,295.72920000000005
1002,332,47,7,62.32,0.04,418.7904
1003,332,19,1,42.91,0.16,36.044399999999996
1004,332,22,4,88.78,0.12,312.5056
1005,333,26,5,27.01,0.07,125.5965
1006,333,45,1,64.46,0.01,63.81539999999999
1007,333,8,4,74.62,0.06,280.5712
1008,334,26,6,27.01,0.05,153.957
1009,334,40,2,14.37,0.11,25.578599999999998
1010,334,30,1,95.73,0.11,85.1997
1011,334,44,9,79.47,0.13,622.2501
1012,335,41,6,24.85,0.07,138.663
1013,336,14,2,95.51,0.02,187.1996
1014,336,20,7,60.23,0.18,345.7202
1015,336,12,7,79.66,0.03,540.8914
1016,336,25,10,17.01,0.1,153.09000000000003
1017,336,23,5,26.09,0.01,129.1455
1018,337,43,1,51.53,0.07,47.9229
1019,337,7,5,20.53,0.06,96.491
1020,338,10,2,83.62,0.16,140.48160000000001
1021,339,39,5,69.63,0.16,292.44599999999997
1022,339,37,7,30.94,0.11,192.7562
1023,340,10,9,83.62,0.1,677.322
1024,340,26,10,27.01,0.01,267.399
1025,340,14,7,95.51,0.2,534.8560000000001
1026,340,49,2,27.29,0.01,54.0342
1027,340,25,7,17.01,0.18,97.63740000000001
1028,341,50,10,23.37,0.02,229.026
1029,342,37,8,30.94,0.19,200.49120000000002
1030,342,47,7,62.32,0.01,431.87760000000003
1031,343,22,2,88.78,0.05,168.682
1032,343,49,9,27.29,0.03,238.24169999999998
1033,344,45,9,64.46,0.07,539.5301999999999
1034,344,2,9,23.26,0.08,192.5928
1035,344,14,2,95.51,0.1,171.918
1036,344,42,6,80.86,0.05,460.90199999999993
1037,345,33,6,57.56,0.1,310.824
1038,345,15,6,84.6,0.06,477.14399999999995
1039,345,2,2,23.26,0.03,45.1244
1040,346,14,10,95.51,0.19,773.6310000000001
1041,346,38,7,55.98,0.12,344.8368
1042,346,8,1,74.62,0.01,73.8738
1043,346,7,3,20.53,0.12,54.199200000000005
1044,346,13,2,48.07,0.09,87.48740000000001
1045,347,30,5,95.73,0.04,459.504
1046,347,34,2,27.1,0.13,47.154
1047,347,17,2,67.11,0.19,108.71820000000001
1048,347,25,9,17.01,0.18,125.53380000000001
1049,347,44,4,79.47,0.1,286.092
1050,348,25,9,17.01,0.17,127.0647
1051,348,4,9,85.56,0.1,693.036
1052,349,25,8,17.01,0.12,119.75040000000001
1053,349,8,5,74.62,0.0,373.1
1054,349,15,5,84.6,0.11,376.47
1055,349,32,8,55.49,0.09,403.96720000000005
1056,350,15,8,84.6,0.03,656.496
1057,350,44,1,79.47,0.06,74.70179999999999
1058,350,37,7,30.94,0.01,214.41420000000002
1059,351,47,6,62.32,0.14,321.57120000000003
1060,352,11,7,40.72,0.06,267.9376
1061,353,15,8,84.6,0.14,582.048
1062,353,10,9,83.62,0.2,602.0640000000001
1063,353,43,7,51.53,0.13,313.8177
1064,354,39,3,69.63,0.12,183.82319999999999
1065,355,31,7,57.86,0.13,352.3674
1066,355,5,7,65.94,0.16,387.7272
1067,355,45,6,64.46,0.1,348.084
1068,355,46,2,78.86,0.09,143.5252
1069,356,50,10,23.37,0.15,198.645
1070,356,21,8,84.01,0.0,672.08
1071,356,11,2,40.72,0.06,76.55359999999999
1072,357,15,7,84.6,0.12,521.136
1073,357,17,10,67.11,0.05,637.545
1074,357,44,5,79.47,0.09,361.5885
1075,357,14,7,95.51,0.15,568.2845
1076,358,49,3,27.29,0.14,70.40820000000001
1077,358,45,2,64.46,0.15,109.58199999999998
1078,358,12,4,79.66,0.15,270.844
1079,358,39,6,69.63,0.05,396.89099999999996
1080,359,6,2,31.72,0.1,57.096
1081,359,48,9,34.73,0.03,303.1929
1082,360,8,1,74.62,0.1,67.158
1083,360,42,1,80.86,0.11,71.9654
1084,361,11,4,40.72,0.05,154.736
1085,362,26,10,27.01,0.18,221.48200000000003
1086,362,8,1,74.62,0.09,67.9042
1087,362,6,8,31.72,0.18,208.0832
1088,362,10,8,83.62,0.05,635.5120000000001
1089,362,3,7,46.64,0.01,323.21520000000004
1090,363,18,1,39.71,0.04,38.1216
1091,364,24,1,97.28,0.19,78.7968
1092,364,21,7,84.01,0.04,564.5472
1093,365,45,3,64.46,0.01,191.4462
1094,365,32,10,55.49,0.04,532.704
1095,365,18,9,39.71,0.08,328.7988
1096,365,35,8,55.38,0.18,363.29280000000006
1097,365,2,1,23.26,0.02,22.794800000000002
1098,366,34,6,27.1,0.08,149.59200000000004
1099,366,22,10,88.78,0.08,816.776
1100,366,46,1,78.86,0.0,78.86
1101,367,5,8,65.94,0.08,485.3184
1102,368,44,9,79.47,0.02,700.9254
1103,368,34,10,27.1,0.0,271.0
1104,368,1,3,36.31,0.07,101.3049
1105,368,13,3,48.07,0.03,139.8837
1106,369,19,1,42.91,0.07,39.906299999999995
1107,369,38,4,55.98,0.12,197.0496
1108,369,11,8,40.72,0.04,312.7296
1109,370,10,10,83.62,0.04,802.7520000000001
1110,370,8,4,74.62,0.04,286.5408
1111,370,24,9,97.28,0.0,875.52
1112,370,9,1,81.64,0.2,65.312
1113,370,42,1,80.86,0.06,76.0084
1114,371,35,4,55.38,0.02,217.08960000000002
1115,371,1,8,36.31,0.15,246.90800000000002
1116,372,14,2,95.51,0.11,170.0078
1117,373,26,5,27.01,0.09,122.89550000000001
1118,373,22,1,88.78,0.05,84.341
1119,373,32,4,55.49,0.01,219.7404
1120,374,13,8,48.07,0.09,349.94960000000003
1121,374,30,3,95.73,0.09,261.3429
1122,374,38,8,55.98,0.1,403.056
1123,374,3,5,46.64,0.1,209.88
1124,375,25,1,17.01,0.08,15.649200000000002
1125,375,33,5,57.56,0.12,253.264
1126,375,11,5,40.72,0.15,173.06
1127,376,39,1,69.63,0.04,66.84479999999999
1128,376,50,10,23.37,0.05,222.01500000000001
1129,377,30,6,95.73,0.14,493.9668
1130,378,34,3,27.1,0.13,70.73100000000001
1131,378,27,1,83.25,0.06,78.255
1132,378,9,6,81.64,0.19,396.77040000000005
1133,379,5,8,65.94,0.09,480.0432
1134,379,22,8,88.78,0.08,653.4208
1135,379,18,9,39.71,0.07,332.37269999999995
1136,379,30,7,95.73,0.17,556.1913
1137,379,6,6,31.72,0.17,157.9656
1138,380,10,1,83.62,0.04,80.2752
1139,380,29,8,88.54,0.12,623.3216000000001
1140,380,25,2,17.01,0.11,30.277800000000003
1141,380,22,3,88.78,0.14,229.05240000000003
1142,381,43,8,51.53,0.03,399.8728
1143,381,16,6,70.97,0.08,391.75440000000003
1144,381,39,1,69.63,0.05,66.1485
1145,382,21,6,84.01,0.01,499.0194000000001
1146,382,5,4,65.94,0.19,213.6456
1147,383,37,7,30.94,0.1,194.92200000000003
1148,384,7,1,20.53,0.08,18.887600000000003
1149,384,34,8,27.1,0.12,190.78400000000002
1150,384,27,4,83.25,0.16,279.71999999999997
1151,385,7,4,20.53,0.13,71.4444
1152,386,43,1,51.53,0.03,49.9841
1153,387,11,7,40.72,0.02,279.33919999999995
1154,387,35,9,55.38,0.16,418.6728
1155,387,38,9,55.98,0.01,498.7818
1156,387,5,10,65.94,0.2,527.52
1157,387,26,8,27.01,0.04,207.4368
1158,388,24,7,97.28,0.0,680.96
1159,388,23,5,26.09,0.07,121.31849999999999
1160,388,3,1,46.64,0.19,37.778400000000005
1161,388,16,3,70.97,0.13,185.2317
1162,388,37,8,30.94,0.1,222.768
1163,389,20,6,60.23,0.01,357.76619999999997
1164,390,48,10,34.73,0.15,295.2049999999999
1165,390,27,5,83.25,0.1,374.625
1166,390,34,4,27.1,0.2,86.72000000000001
1167,390,43,1,51.53,0.07,47.9229
1168,391,5,2,65.94,0.05,125.28599999999999
1169,391,45,2,64.46,0.12,113.44959999999999
1170,391,1,3,36.31,0.07,101.3049
1171,392,41,7,24.85,0.08,160.03400000000002
1172,392,40,7,14.37,0.05,95.56049999999999
1173,392,8,7,74.62,0.15,443.98900000000003
1174,392,37,2,30.94,0.09,56.31080000000001
1175,393,31,4,57.86,0.12,203.6672
1176,394,1,3,36.31,0.05,103.4835
1177,394,18,1,39.71,0.17,32.9593
1178,394,36,4,57.5,0.05,218.5
1179,394,27,7,83.25,0.01,576.9225
1180,395,25,2,17.01,0.09,30.958200000000005
1181,395,34,6,27.1,0.16,136.584
1182,395,11,6,40.72,0.09,222.3312
1183,395,15,10,84.6,0.1,761.4
1184,395,22,3,88.78,0.15,226.389
1185,396,49,2,27.29,0.09,49.6678
1186,396,10,9,83.62,0.11,669.7962
1187,396,27,2,83.25,0.07,154.845
1188,396,7,1,20.53,0.13,17.8611
1189,396,21,3,84.01,0.02,246.98940000000002
1190,397,29,3,88.54,0.07,247.02659999999997
1191,398,9,4,81.64,0.05,310.23199999999997
1192,398,29,8,88.54,0.01,701.2368
1193,398,35,4,55.38,0.14,190.5072
1194,399,17,7,67.11,0.18,385.2114
1195,399,7,4,20.53,0.09,74.7292
1196,399,22,5,88.78,0.11,395.07099999999997
1197,399,49,4,27.29,0.03,105.8852
1198,399,36,3,57.5,0.14,148.35
1199,400,6,7,31.72,0.14,190.9544
1200,400,48,4,34.73,0.06,130.58479999999997
1201,400,4,6,85.56,0.1,462.024
1202,400,22,3,88.78,0.02,261.01320000000004
1203,400,38,7,55.98,0.11,348.75539999999995
1204,401,47,6,62.32,0.07,347.74559999999997
1205,401,49,4,27.29,0.19,88.4196
1206,401,7,7,20.53,0.0,143.71
1207,402,21,8,84.01,0.15,571.268
1208,402,35,10,55.38,0.17,459.65400000000005
1209,402,38,4,55.98,0.09,203.7672
1210,403,29,8,88.54,0.06,665.8208
1211,404,48,5,34.73,0.04,166.70399999999998
1212,404,35,9,55.38,0.03,483.4674
1213,404,44,1,79.47,0.05,75.4965
1214,404,24,5,97.28,0.0,486.4
1215,405,22,3,88.78,0.06,250.35960000000003
1216,405,45,6,64.46,0.07,359.68679999999995
1217,406,31,9,57.86,0.19,421.79940000000005
1218,406,48,8,34.73,0.1,250.05599999999998
1219,406,2,8,23.26,0.02,182.35840000000002
1220,407,34,5,27.1,0.09,123.305
1221,407,23,2,26.09,0.19,42.265800000000006
1222,407,44,8,79.47,0.19,514.9656
1223,407,16,1,70.97,0.08,65.2924
1224,408,15,7,84.6,0.2,473.76
1225,409,37,5,30.94,0.15,131.495
1226,409,25,1,17.01,0.14,14.6286
1227,410,48,6,34.73,0.19,168.7878
1228,410,44,9,79.47,0.15,607.9455
1229,410,39,5,69.63,0.06,327.26099999999997
1230,410,38,9,55.98,0.15,428.24699999999996
1231,411,2,4,23.26,0.2,74.432
1232,411,39,8,69.63,0.18,456.7728
1233,411,7,5,20.53,0.01,101.6235
1234,411,10,1,83.62,0.04,80.2752
1235,411,20,2,60.23,0.02,118.0508
1236,412,5,2,65.94,0.18,108.14160000000001
1237,412,11,6,40.72,0.12,215.0016
1238,413,30,3,95.73,0.17,238.36769999999999
1239,413,6,6,31.72,0.13,165.5784
1240,413,5,3,65.94,0.17,164.1906
1241,413,35,8,55.38,0.06,416.4576
1242,414,34,3,27.1,0.19,65.85300000000001
1243,414,15,7,84.6,0.12,521.136
1244,414,35,1,55.38,0.03,53.7186
1245,414,30,4,95.73,0.15,325.482
1246,415,29,10,88.54,0.08,814.5680000000001
1247,415,2,1,23.26,0.06,21.8644
1248,415,36,9,57.5,0.01,512.325
1249,416,36,6,57.5,0.04,331.2
1250,416,31,6,57.86,0.15,295.08599999999996
1251,416,18,1,39.71,0.14,34.1506
1252,417,4,4,85.56,0.2,273.79200000000003
1253,417,5,5,65.94,0.01,326.40299999999996
1254,417,1,5,36.31,0.06,170.657
1255,417,30,2,95.73,0.19,155.0826
1256,418,33,10,57.56,0.09,523.796
1257,418,48,10,34.73,0.01,343.82699999999994
1258,419,29,10,88.54,0.14,761.4440000000001
1259,419,13,1,48.07,0.11,42.7823
1260,420,29,7,88.54,0.03,601.1866000000001
1261,420,12,9,79.66,0.05,681.093
1262,420,8,10,74.62,0.19,604.422
